experiment_name,run_index,log_file,job_date,similarity,temperature,queue_size,hbm,uniformity_weight,uniformity_t,alpha_end,alpha_ramp_epochs,windowed,best_dev_loss,final_dev_loss,eer_asv19,eer_itw,eer_asv5,eer_famous_figures,eer_fakexpose,eer_mlaad,eer_asv21_df,eer_asv21_la
hbm_256_mem_bank_16384_supcon_temp_0.2,1,hbm_256_mem_bank_16384_supcon_temp_0.2-40893860.log,2026-01-25 20:59:44,cosine,0.2,16384,256,,,,,,0.1125,0.1125,0.7203379378247338,29.019328742262555,29.50070976003921,42.55954442151552,74.61993766543493,,,
hbm_256_mem_bank_16384_supcon_temp_0.5,1,hbm_256_mem_bank_16384_supcon_temp_0.5-41434665.log,2026-01-31 13:31:09,cosine,0.5,16384,256,,,,,,1.015,1.015,0.6795936278758012,13.643881159834251,15.358784147916607,40.164245681200406,74.321811968399,,,
hbm_256_mem_bank_32768_supcon_geodesic_temp_0.5,1,hbm_256_mem_bank_32768_supcon_geodesic_temp_0.5-41532779.log,2026-02-02 00:31:47,geodesic,0.5,32768,256,,,,,,1.1121,1.1121,0.1906619084886093,12.193942298668922,17.789591776766645,51.17137341646466,66.4025759604114,,,
mem_bank_0_supcon_geodesic_temp_0.2,1,mem_bank_0_supcon_geodesic_temp_0.2-40856300.log,2026-01-25 18:04:36,geodesic,0.2,0,,,,,,,1.2463,1.2463,1.9988192667688562,15.233381484927888,16.433329730098865,39.99125896412307,67.08612190028501,,,
mem_bank_0_supcon_geodesic_temp_0.5,5,mem_bank_0_supcon_geodesic_temp_0.5-41415271.log,2026-01-30 21:11:27,geodesic,0.5,0,,,,,,,1.2455,1.2455,0.2583081940400353,20.761699385908617,16.216250661098375,,,,,
mem_bank_0_supcon_temp_0.5,4,mem_bank_0_supcon_temp_0.5-41415269.log,2026-01-30 21:05:48,cosine,0.5,0,,,,,,,1.2398,1.2398,0.17681957414216998,25.71847054661144,19.17758140900062,,,,,
mem_bank_1024_supcon_geodesic_temp_0.05,7,mem_bank_1024_supcon_geodesic_temp_0.05-40756140.log,2026-01-23 03:57:25,geodesic,0.05,1024,,,,,,,1.2033,1.2033,3.205740844709626,11.778711740619944,15.34738939106371,38.44555037165686,70.60595657199504,,,
mem_bank_1024_supcon_geodesic_temp_0.2,2,mem_bank_1024_supcon_geodesic_temp_0.2-40797589.log,2026-01-24 12:07:46,geodesic,0.2,1024,,,,,,,0.6102,0.6102,0.6526916522733078,14.597926738264027,,,,,,
mem_bank_1024_supcon_geodesic_temp_0.2,3,mem_bank_1024_supcon_geodesic_temp_0.2-40809324.log,2026-01-24 23:15:30,geodesic,0.2,1024,,,,,,,1.093,1.093,0.6526916522733078,14.597926738264027,16.696153130129755,36.70249703811263,66.26422892843865,,,
mem_bank_1024_supcon_geodesic_temp_0.2,4,mem_bank_1024_supcon_geodesic_temp_0.2-40840082.log,2026-01-25 14:48:02,geodesic,0.2,1024,,,,,,,0.8704,0.8704,0.6526916522733078,14.597926738264027,16.696153130129755,36.70249703811263,66.26422892843865,,,
mem_bank_1024_supcon_geodesic_temp_0.5,2,mem_bank_1024_supcon_geodesic_temp_0.5-40797672.log,2026-01-24 13:09:45,geodesic,0.5,1024,,,,,,,0.1413,0.1413,1.0055481074672623,17.65584755969159,15.811816181416566,45.28313558260092,63.56628722857497,,,
mem_bank_1024_supcon_geodesic_temp_0.5,3,mem_bank_1024_supcon_geodesic_temp_0.5-40809318.log,2026-01-24 23:15:30,geodesic,0.5,1024,,,,,,,1.2237,1.2237,1.0055481074672623,17.65584755969159,15.811816181416566,45.28313558260092,63.56628722857497,,,
mem_bank_1024_supcon_temp_0.05,3,mem_bank_1024_supcon_temp_0.05-40756139.log,2026-01-23 03:56:24,cosine,0.05,1024,,,,,,,1.0352,1.0352,0.8556305089275857,11.935027922848876,14.651570908428818,40.08357782330437,69.18781220607684,,,
mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5,3,mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5-40756145.log,2026-01-23 03:58:56,cosine,0.05,1024,,0.05,0.5,,,,0.4086,0.4086,9.312937319787709,21.275296587108627,12.959980813494465,41.6463983635127,71.50033366310285,,,
mem_bank_1024_supcon_temp_0.2,2,mem_bank_1024_supcon_temp_0.2-40797586.log,2026-01-24 12:05:45,cosine,0.2,1024,,,,,,,0.0281,0.0281,0.21756388409110264,14.64162619261341,14.93857811173893,46.29570315291168,59.3266645573606,,,
mem_bank_1024_supcon_temp_0.2,3,mem_bank_1024_supcon_temp_0.2-40809328.log,2026-01-24 23:18:33,cosine,0.2,1024,,,,,,,0.6751,0.6751,0.21756388409110264,14.64162619261341,14.93857811173893,46.29570315291168,59.3266645573606,,,
mem_bank_1024_supcon_temp_0.2,4,mem_bank_1024_supcon_temp_0.2-40840127.log,2026-01-25 14:48:32,cosine,0.2,1024,,,,,,,0.4848,0.4848,0.21756388409110264,14.64162619261341,14.93857811173893,46.29570315291168,59.3266645573606,,,
mem_bank_1024_supcon_temp_0.2,5,mem_bank_0_supcon_temp_0.2-40852316.log,2026-01-25 15:53:46,cosine,0.2,1024,,,,,,,1.0828,1.0828,0.21756388409110264,14.64162619261341,14.93857811173893,46.29570315291168,59.3266645573606,,,
mem_bank_1024_supcon_temp_0.5,2,mem_bank_1024_supcon_temp_0.5-40797674.log,2026-01-24 13:10:15,cosine,0.5,1024,,,,,,,0.039,0.039,0.35363914828433995,13.861600714877026,15.702136328861965,45.34719506814007,71.76221730050807,,,
mem_bank_1024_supcon_temp_0.5,3,mem_bank_1024_supcon_temp_0.5-40809312.log,2026-01-24 23:05:24,cosine,0.5,1024,,,,,,,0.8127,0.8127,0.35363914828433995,13.861600714877026,15.702136328861965,45.34719506814007,71.76221730050807,,,
mem_bank_128_supcon_geodesic_temp_0.05,1,mem_bank_128_supcon_geodesic_temp_0.05-40781991.log,2026-01-23 18:46:29,geodesic,0.05,128,,,,,,,0.0285,0.0285,0.4351277681822053,19.277301887978204,15.661747380297053,,,,,
mem_bank_128_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,1,mem_bank_128_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40781992.log,2026-01-23 21:12:43,geodesic,0.05,128,,0.05,0.5,,,,0.0271,0.0271,0.1483522123589059,15.27708093927727,17.038250019390905,,,,,
mem_bank_128_supcon_geodesic_temp_0.5,1,mem_bank_128_supcon_geodesic_temp_0.5-40789638.log,2026-01-23 23:20:59,geodesic,0.5,128,,,,,,,0.0269,0.0269,0.3567699206458815,15.368711398416115,30.675359892595743,,,,,
mem_bank_128_supcon_temp_0.05,1,mem_bank_128_supcon_temp_0.05-40781987.log,2026-01-23 18:46:29,cosine,0.05,128,,,,,,,0.0283,0.0283,0.231406218437542,21.004636760132176,13.91901081026482,,,,,
mem_bank_128_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5,1,mem_bank_128_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5-40781997.log,2026-01-23 21:24:54,cosine,0.05,128,,0.05,0.5,,,,0.0309,0.0309,0.24368316660321054,16.92625772031678,19.71257356398303,,,,,
mem_bank_128_supcon_temp_0.5,1,mem_bank_128_supcon_temp_0.5-40789629.log,2026-01-23 21:33:32,cosine,0.5,128,,,,,,,0.0764,0.0764,0.35363914828433995,15.522522947072936,17.400836617293475,,,,,
mem_bank_16384_supcon_geodesic_temp_0.2,1,mem_bank_16384_supcon_geodesic_temp_0.2-40925523.log,2026-01-26 00:44:48,geodesic,0.2,16384,,,,,,,0.1311,0.1311,0.2583081940400353,23.965917855276675,54.07024507321765,54.207577843859056,68.41697172040149,,,
mem_bank_16384_supcon_geodesic_temp_0.5,1,mem_bank_16384_supcon_geodesic_temp_0.5-41434657.log,2026-01-31 07:59:38,geodesic,0.5,16384,,,,,,,0.2746,0.2746,0.2583081940400353,16.022647780248573,15.662476846904216,49.93244037199989,62.4973210458637,,,
mem_bank_16384_supcon_temp_0.2,1,mem_bank_16384_supcon_temp_0.2-40925516.log,2026-01-26 00:41:43,cosine,0.2,16384,,,,,,,0.1257,0.1257,0.24446585969359597,13.414416153635072,17.003604567396057,56.141298907865014,66.70070165744734,,,
mem_bank_16384_supcon_temp_0.5,1,mem_bank_16384_supcon_temp_0.5-41434661.log,2026-01-31 08:28:51,cosine,0.5,16384,,,,,,,1.0734,1.0734,0.4489701025286446,13.100056872309235,16.449193522881966,40.430648333816386,70.43136748039159,,,
mem_bank_512_supcon_geodesic_temp_0.2,1,mem_bank_512_supcon_geodesic_temp_0.2-40824339.log,2026-01-25 03:10:51,geodesic,0.2,512,,,,,,,0.9554,0.9554,0.8971575119669037,31.693973008834114,15.422331555336239,41.63655692735896,61.042934620314746,,,
mem_bank_512_supcon_geodesic_temp_0.2,2,mem_bank_512_supcon_geodesic_temp_0.2-40929706.log,2026-01-26 03:15:07,geodesic,0.2,512,,,,,,,0.0387,0.0387,0.8971575119669037,31.693973008834114,15.422331555336239,41.63655692735896,61.042934620314746,,,
mem_bank_512_supcon_geodesic_temp_0.2,3,mem_bank_512_supcon_geodesic_temp_0.2-40978005.log,2026-01-26 20:12:06,geodesic,0.2,512,,,,,,,0.0275,0.0275,0.8971575119669037,31.693973008834114,15.422331555336239,41.63655692735896,61.042934620314746,,,
mem_bank_512_supcon_geodesic_temp_0.2,4,mem_bank_512_supcon_geodesic_temp_0.2-41078940.log,2026-01-27 01:15:12,geodesic,0.2,512,,,,,,,1.1175,1.1175,0.8971575119669037,13.565723068719787,14.629963619075653,39.18541525060745,59.74274306178864,,,
mem_bank_512_supcon_geodesic_temp_0.5,1,mem_bank_512_supcon_geodesic_temp_0.5-40824335.log,2026-01-25 03:10:20,geodesic,0.5,512,,,,,,,1.2289,1.2289,1.2238946846487504,11.070108169985835,16.235761786917287,41.073891596742264,66.8242382628798,,,
mem_bank_512_supcon_geodesic_temp_0.5,3,mem_bank_512_supcon_geodesic_temp_0.5-41375759.log,2026-01-30 15:20:42,geodesic,0.5,512,,,,,,,1.9676,1.9865,91.96241323679487,11.595450822342254,16.29055559505097,57.50337238217779,52.692753421428954,,,
mem_bank_512_supcon_geodesic_temp_0.5,4,mem_bank_512_supcon_geodesic_temp_0.5-41413250.log,2026-01-30 20:46:19,geodesic,0.5,512,,,,,,,,,91.96241323679487,11.595450822342254,16.29055559505097,57.50337238217779,52.692753421428954,,,
mem_bank_512_supcon_geodesic_temp_0.5,5,mem_bank_512_supcon_geodesic_temp_0.5-41415283.log,2026-01-30 21:53:00,geodesic,0.5,512,,,,,,,1.1784,1.1784,91.96241323679487,11.595450822342254,16.29055559505097,57.50337238217779,52.692753421428954,,,
mem_bank_512_supcon_temp_0.2,1,mem_bank_512_supcon_temp_0.2-40824332.log,2026-01-25 03:09:50,cosine,0.2,512,,,,,,,0.9242,0.9242,2.839824748259617,16.28406678964073,16.264663742342066,46.774282685963584,62.19891404917837,,,
mem_bank_512_supcon_temp_0.5,1,mem_bank_512_supcon_temp_0.5-40824333.log,2026-01-25 03:09:50,cosine,0.5,512,,,,,,,0.9746,0.9746,0.25674280785926445,21.555197231669382,15.17799393669975,45.35436321152374,61.13022916611648,,,
mem_bank_512_supcon_temp_0.5,3,mem_bank_512_supcon_temp_0.5-41375754.log,2026-01-30 15:20:11,cosine,0.5,512,,,,,,,1.9667,1.9755,0.20372154974466328,15.435124038374173,15.62856086151653,57.09599127362649,59.15779991362218,,,
mem_bank_512_supcon_temp_0.5,4,mem_bank_512_supcon_temp_0.5-41413628.log,2026-01-30 20:51:27,cosine,0.5,512,,,,,,,,,,15.435124038374173,,,,,,
mem_bank_512_supcon_temp_0.5,5,mem_bank_512_supcon_temp_0.5-41415265.log,2026-01-30 21:05:48,cosine,0.5,512,,,,,,,1.1922,1.1922,0.20372154974466328,15.435124038374173,15.62856086151653,57.09599127362649,59.15779991362218,,,
windowed_loader_supcon_geodesic_temp_0.05,3,windowed_loader_supcon_geodesic_temp_0.05-40509610.log,2026-01-21 01:52:52,geodesic,0.05,,,,,,,1,0.6624,0.6624,,9.131789926801279,,47.73832223214724,47.32758454322181,,,
windowed_loader_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,2,windowed_loader_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40669093.log,2026-01-21 23:25:58,geodesic,0.05,,,0.05,0.5,,,1,0.2563,0.2563,0.231406218437542,11.602187006354445,16.79600856428867,,,,,
windowed_loader_supcon_temp_0.6,3,windowed_loader_supcon_temp_0.6-40669121.log,2026-01-21 23:28:01,cosine,0.6,,,,,,,1,0.0233,0.0233,2.6938206151718673,15.520018313500827,14.39565406036497,49.89056919307657,58.73041316328873,,,
