AudioName	Speaker	Source	Label	AudioPath
Anthony_Blinken_02139	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02139.wav
Anthony_Blinken_01307	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01307.wav
Anthony_Blinken_01563	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01563.wav
Anthony_Blinken_01204	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01204.wav
Anthony_Blinken_01952	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01952.wav
Anthony_Blinken_00275	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00275.wav
Anthony_Blinken_01772	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01772.wav
Anthony_Blinken_01819	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01819.wav
Anthony_Blinken_00574	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00574.wav
Anthony_Blinken_00909	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00909.wav
Anthony_Blinken_02174	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02174.wav
Anthony_Blinken_00858	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00858.wav
Anthony_Blinken_00365	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00365.wav
Anthony_Blinken_00388	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00388.wav
Anthony_Blinken_00744	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00744.wav
Anthony_Blinken_01195	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01195.wav
Anthony_Blinken_01270	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01270.wav
Anthony_Blinken_01505	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01505.wav
Anthony_Blinken_01887	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01887.wav
Anthony_Blinken_00506	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00506.wav
Anthony_Blinken_01959	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01959.wav
Anthony_Blinken_02103	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02103.wav
Anthony_Blinken_02062	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02062.wav
Anthony_Blinken_01857	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01857.wav
Anthony_Blinken_02054	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02054.wav
Anthony_Blinken_00729	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00729.wav
Anthony_Blinken_01769	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01769.wav
Anthony_Blinken_00346	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00346.wav
Anthony_Blinken_01768	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01768.wav
Anthony_Blinken_02040	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02040.wav
Anthony_Blinken_00990	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00990.wav
Anthony_Blinken_00577	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00577.wav
Anthony_Blinken_01963	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01963.wav
Anthony_Blinken_01542	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01542.wav
Anthony_Blinken_00161	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00161.wav
Anthony_Blinken_00646	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00646.wav
Anthony_Blinken_00137	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00137.wav
Anthony_Blinken_01163	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01163.wav
Anthony_Blinken_01526	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01526.wav
Anthony_Blinken_01420	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01420.wav
Anthony_Blinken_00208	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00208.wav
Anthony_Blinken_00329	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00329.wav
Anthony_Blinken_00364	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00364.wav
Anthony_Blinken_01929	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01929.wav
Anthony_Blinken_00736	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00736.wav
Anthony_Blinken_01966	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01966.wav
Anthony_Blinken_00749	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00749.wav
Anthony_Blinken_00025	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00025.wav
Anthony_Blinken_01586	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01586.wav
Anthony_Blinken_00423	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00423.wav
Anthony_Blinken_01920	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01920.wav
Anthony_Blinken_01411	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01411.wav
Anthony_Blinken_01804	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01804.wav
Anthony_Blinken_02085	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02085.wav
Anthony_Blinken_01767	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01767.wav
Anthony_Blinken_00019	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00019.wav
Anthony_Blinken_01947	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01947.wav
Anthony_Blinken_00229	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00229.wav
Anthony_Blinken_01274	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01274.wav
Anthony_Blinken_00624	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00624.wav
Anthony_Blinken_01570	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01570.wav
Anthony_Blinken_00538	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00538.wav
Anthony_Blinken_00254	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00254.wav
Anthony_Blinken_00536	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00536.wav
Anthony_Blinken_02030	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02030.wav
Anthony_Blinken_01680	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01680.wav
Anthony_Blinken_00046	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00046.wav
Anthony_Blinken_01784	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01784.wav
Anthony_Blinken_01986	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01986.wav
Anthony_Blinken_01633	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01633.wav
Anthony_Blinken_01820	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01820.wav
Anthony_Blinken_00182	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00182.wav
Anthony_Blinken_01924	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01924.wav
Anthony_Blinken_02098	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02098.wav
Anthony_Blinken_01171	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01171.wav
Anthony_Blinken_01697	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01697.wav
Anthony_Blinken_01122	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01122.wav
Anthony_Blinken_01856	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01856.wav
Anthony_Blinken_00410	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00410.wav
Anthony_Blinken_02073	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02073.wav
Anthony_Blinken_01923	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01923.wav
Anthony_Blinken_00416	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00416.wav
Anthony_Blinken_01278	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01278.wav
Anthony_Blinken_00070	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00070.wav
Anthony_Blinken_01459	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01459.wav
Anthony_Blinken_02047	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02047.wav
Anthony_Blinken_01546	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01546.wav
Anthony_Blinken_01110	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01110.wav
Anthony_Blinken_00055	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00055.wav
Anthony_Blinken_02011	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02011.wav
Anthony_Blinken_01635	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01635.wav
Anthony_Blinken_01623	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01623.wav
Anthony_Blinken_00941	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00941.wav
Anthony_Blinken_00353	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00353.wav
Anthony_Blinken_01892	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01892.wav
Anthony_Blinken_01211	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01211.wav
Anthony_Blinken_01337	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01337.wav
Anthony_Blinken_00355	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00355.wav
Anthony_Blinken_01435	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01435.wav
Anthony_Blinken_00024	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00024.wav
Anthony_Blinken_02048	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02048.wav
Anthony_Blinken_00050	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00050.wav
Anthony_Blinken_01814	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01814.wav
Anthony_Blinken_01229	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01229.wav
Anthony_Blinken_01281	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01281.wav
Anthony_Blinken_00775	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00775.wav
Anthony_Blinken_00528	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00528.wav
Anthony_Blinken_00913	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00913.wav
Anthony_Blinken_01647	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01647.wav
Anthony_Blinken_01283	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01283.wav
Anthony_Blinken_01723	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01723.wav
Anthony_Blinken_00484	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00484.wav
Anthony_Blinken_01231	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01231.wav
Anthony_Blinken_00212	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00212.wav
Anthony_Blinken_01375	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01375.wav
Anthony_Blinken_00216	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00216.wav
Anthony_Blinken_00771	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00771.wav
Anthony_Blinken_02118	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02118.wav
Anthony_Blinken_01682	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01682.wav
Anthony_Blinken_00556	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00556.wav
Anthony_Blinken_01381	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01381.wav
Anthony_Blinken_01449	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01449.wav
Anthony_Blinken_01698	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01698.wav
Anthony_Blinken_01245	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01245.wav
Anthony_Blinken_00011	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00011.wav
Anthony_Blinken_01076	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01076.wav
Anthony_Blinken_01888	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01888.wav
Anthony_Blinken_00613	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00613.wav
Anthony_Blinken_00462	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00462.wav
Anthony_Blinken_01829	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01829.wav
Anthony_Blinken_02008	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_02008.wav
Anthony_Blinken_01072	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01072.wav
Anthony_Blinken_01828	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01828.wav
Anthony_Blinken_01095	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01095.wav
Anthony_Blinken_00300	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00300.wav
Anthony_Blinken_00802	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00802.wav
Anthony_Blinken_01019	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01019.wav
Anthony_Blinken_00497	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00497.wav
Anthony_Blinken_00177	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00177.wav
Anthony_Blinken_01363	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01363.wav
Anthony_Blinken_00170	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00170.wav
Anthony_Blinken_00504	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_00504.wav
Anthony_Blinken_01292	Anthony_Blinken	-	bonafide	/nfs/turbo/umd-hafiz/issf_server_data/famousfigures/Anthony_Blinken/-/Anthony_Blinken_01292.wav
